ProductKey,OrderDateKey,CustomerKey,SalesTerritoryKey,OrderQuantity,ProductStandardCost,SalesAmount,OrderDate
225,20220403,17392,1,1,6.9223,8.99,4/3/2022
477,20220403,17392,1,1,1.8663,4.99,4/3/2022
528,20220403,16003,4,1,1.8663,4.99,4/3/2022
528,20220403,15963,1,1,1.8663,4.99,4/3/2022
214,20220403,15963,1,1,13.0863,34.99,4/3/2022
237,20220403,15963,1,1,38.4923,49.99,4/3/2022
485,20220403,18554,6,1,8.2205,21.98,4/3/2022
472,20220403,18554,6,1,23.749,63.5,4/3/2022
485,20220403,13759,4,1,8.2205,21.98,4/3/2022
477,20220403,13759,4,1,1.8663,4.99,4/3/2022
473,20220403,13759,4,1,23.749,63.5,4/3/2022
478,20220403,13759,4,1,3.7363,9.99,4/3/2022
537,20220403,15441,10,1,13.09,35,4/3/2022
480,20220403,15441,10,1,0.8565,2.29,4/3/2022
477,20220403,22380,8,1,1.8663,4.99,4/3/2022
529,20220403,25628,10,1,1.4923,3.99,4/3/2022
480,20220403,25628,10,1,0.8565,2.29,4/3/2022
530,20220403,29434,8,1,1.8663,4.99,4/3/2022
541,20220403,29434,8,1,10.8423,28.99,4/3/2022
217,20220403,29434,8,1,13.0863,34.99,4/3/2022
225,20220403,29434,8,1,6.9223,8.99,4/3/2022
529,20220403,24148,8,1,1.4923,3.99,4/3/2022
484,20220403,24148,8,1,2.9733,7.95,4/3/2022
530,20220403,11566,7,1,1.8663,4.99,4/3/2022
480,20220403,11566,7,1,0.8565,2.29,4/3/2022
530,20220403,11566,7,1,1.8663,4.99,4/3/2022
214,20220403,11566,7,1,13.0863,34.99,4/3/2022
541,20220403,14982,10,1,10.8423,28.99,4/3/2022
530,20220403,14982,10,1,1.8663,4.99,4/3/2022
530,20220403,17702,10,1,1.8663,4.99,4/3/2022
467,20220403,17702,10,1,9.1593,24.49,4/3/2022
485,20220403,12757,1,1,8.2205,21.98,4/3/2022
222,20220403,12757,1,1,13.0863,34.99,4/3/2022
234,20220403,12757,1,1,38.4923,49.99,4/3/2022
581,20220403,23376,6,1,1082.51,1700.99,4/3/2022
222,20220403,23376,6,1,13.0863,34.99,4/3/2022
593,20220403,19129,4,1,308.2179,564.99,4/3/2022
478,20220403,19129,4,1,3.7363,9.99,4/3/2022
477,20220403,19129,4,1,1.8663,4.99,4/3/2022
467,20220403,19129,4,1,9.1593,24.49,4/3/2022
222,20220403,19129,4,1,13.0863,34.99,4/3/2022
582,20220403,16951,1,1,1082.51,1700.99,4/3/2022
214,20220403,16951,1,1,13.0863,34.99,4/3/2022
594,20220403,19121,4,1,308.2179,564.99,4/3/2022
485,20220403,19121,4,1,8.2205,21.98,4/3/2022
478,20220403,19121,4,1,3.7363,9.99,4/3/2022
477,20220403,19121,4,1,1.8663,4.99,4/3/2022
487,20220403,19121,4,1,20.5663,54.99,4/3/2022
594,20220403,19122,4,1,308.2179,564.99,4/3/2022
478,20220403,19122,4,1,3.7363,9.99,4/3/2022
225,20220403,19122,4,1,6.9223,8.99,4/3/2022
477,20220403,19122,4,1,1.8663,4.99,4/3/2022
363,20220403,13284,6,1,1251.9813,2294.99,4/3/2022
487,20220403,13284,6,1,20.5663,54.99,4/3/2022
463,20220403,13284,6,1,9.1593,24.49,4/3/2022
353,20220403,12941,1,1,1265.6195,2319.99,4/3/2022
487,20220403,12941,1,1,20.5663,54.99,4/3/2022
353,20220403,11040,1,1,1265.6195,2319.99,4/3/2022
485,20220403,11040,1,1,8.2205,21.98,4/3/2022
481,20220403,11040,1,1,3.3623,8.99,4/3/2022
361,20220403,13101,6,1,1251.9813,2294.99,4/3/2022
485,20220403,13101,6,1,8.2205,21.98,4/3/2022
217,20220403,13101,6,1,13.0863,34.99,4/3/2022
585,20220403,14771,10,1,461.4448,742.35,4/3/2022
479,20220403,14771,10,1,3.3623,8.99,4/3/2022
477,20220403,14771,10,1,1.8663,4.99,4/3/2022
585,20220403,12385,10,1,461.4448,742.35,4/3/2022
605,20220403,27339,9,1,343.6496,539.99,4/3/2022
477,20220403,27339,9,1,1.8663,4.99,4/3/2022
479,20220403,27339,9,1,3.3623,8.99,4/3/2022
573,20220403,29289,9,1,1481.9379,2384.07,4/3/2022
479,20220403,29289,9,1,3.3623,8.99,4/3/2022
477,20220403,29289,9,1,1.8663,4.99,4/3/2022
222,20220403,29289,9,1,13.0863,34.99,4/3/2022
378,20220403,19094,9,1,1554.9479,2443.35,4/3/2022
380,20220403,17280,9,1,1554.9479,2443.35,4/3/2022
479,20220403,17280,9,1,3.3623,8.99,4/3/2022
477,20220403,17280,9,1,1.8663,4.99,4/3/2022
491,20220403,17280,9,1,41.5723,53.99,4/3/2022
353,20220403,11977,9,1,1265.6195,2319.99,4/3/2022
485,20220403,11977,9,1,8.2205,21.98,4/3/2022
481,20220403,11977,9,1,3.3623,8.99,4/3/2022
564,20220403,24784,4,1,1481.9379,2384.07,4/3/2022
225,20220403,24784,4,1,6.9223,8.99,4/3/2022
576,20220403,24349,4,1,1481.9379,2384.07,4/3/2022
217,20220403,24349,4,1,13.0863,34.99,4/3/2022
388,20220403,19745,4,1,713.0798,1120.49,4/3/2022
491,20220403,19745,4,1,41.5723,53.99,4/3/2022
604,20220403,29403,8,1,343.6496,539.99,4/3/2022
479,20220403,29403,8,1,3.3623,8.99,4/3/2022
477,20220403,29403,8,1,1.8663,4.99,4/3/2022
488,20220403,29403,8,1,41.5723,53.99,4/3/2022
225,20220403,29403,8,1,6.9223,8.99,4/3/2022
605,20220403,25760,10,1,343.6496,539.99,4/3/2022
538,20220403,25760,10,1,8.0373,21.49,4/3/2022
529,20220403,25760,10,1,1.4923,3.99,4/3/2022
480,20220403,25760,10,1,0.8565,2.29,4/3/2022
539,20220404,15577,9,1,9.3463,24.99,4/4/2022
231,20220404,15577,9,1,38.4923,49.99,4/4/2022
225,20220404,15577,9,1,6.9223,8.99,4/4/2022
538,20220404,19584,9,1,8.0373,21.49,4/4/2022
529,20220404,19584,9,1,1.4923,3.99,4/4/2022
480,20220404,19584,9,1,0.8565,2.29,4/4/2022
528,20220404,24906,9,1,1.8663,4.99,4/4/2022
485,20220404,24906,9,1,8.2205,21.98,4/4/2022
222,20220404,24906,9,1,13.0863,34.99,4/4/2022
528,20220404,24595,9,1,1.8663,4.99,4/4/2022
485,20220404,24595,9,1,8.2205,21.98,4/4/2022
222,20220404,24595,9,1,13.0863,34.99,4/4/2022
477,20220404,22914,9,1,1.8663,4.99,4/4/2022
487,20220404,22914,9,1,20.5663,54.99,4/4/2022
530,20220404,27970,9,1,1.8663,4.99,4/4/2022
467,20220404,27970,9,1,9.1593,24.49,4/4/2022
217,20220404,27970,9,1,13.0863,34.99,4/4/2022
476,20220404,26668,9,1,26.1763,69.99,4/4/2022
228,20220404,26668,9,1,38.4923,49.99,4/4/2022
530,20220404,28322,9,1,1.8663,4.99,4/4/2022
467,20220404,28322,9,1,9.1593,24.49,4/4/2022
217,20220404,13041,9,1,13.0863,34.99,4/4/2022
488,20220404,13041,9,1,41.5723,53.99,4/4/2022
491,20220404,19580,9,1,41.5723,53.99,4/4/2022
591,20220404,11241,7,1,308.2179,564.99,4/4/2022
528,20220404,11241,7,1,1.8663,4.99,4/4/2022
535,20220404,11241,7,1,9.3463,24.99,4/4/2022
214,20220404,11241,7,1,13.0863,34.99,4/4/2022
490,20220404,11241,7,1,41.5723,53.99,4/4/2022
467,20220404,11241,7,1,9.1593,24.49,4/4/2022
590,20220404,17982,7,1,419.7784,769.49,4/4/2022
478,20220404,17982,7,1,3.7363,9.99,4/4/2022
477,20220404,17982,7,1,1.8663,4.99,4/4/2022
487,20220404,17982,7,1,20.5663,54.99,4/4/2022
530,20220404,11203,6,1,1.8663,4.99,4/4/2022
480,20220404,11203,6,1,0.8565,2.29,4/4/2022
529,20220404,11091,6,1,1.4923,3.99,4/4/2022
538,20220404,11091,6,1,8.0373,21.49,4/4/2022
480,20220404,11091,6,1,0.8565,2.29,4/4/2022
538,20220404,11506,6,1,8.0373,21.49,4/4/2022
540,20220404,24289,4,1,12.1924,32.6,4/4/2022
528,20220404,24927,1,1,1.8663,4.99,4/4/2022
535,20220404,24927,1,1,9.3463,24.99,4/4/2022
480,20220404,24927,1,1,0.8565,2.29,4/4/2022
486,20220404,24927,1,1,59.466,159,4/4/2022
475,20220404,21233,4,1,26.1763,69.99,4/4/2022
237,20220404,21233,4,1,38.4923,49.99,4/4/2022
477,20220404,20505,4,1,1.8663,4.99,4/4/2022
478,20220404,20505,4,1,3.7363,9.99,4/4/2022
231,20220404,20505,4,1,38.4923,49.99,4/4/2022
476,20220404,20129,1,1,26.1763,69.99,4/4/2022
234,20220404,20129,1,1,38.4923,49.99,4/4/2022
474,20220404,15494,6,1,26.1763,69.99,4/4/2022
228,20220404,15494,6,1,38.4923,49.99,4/4/2022
475,20220404,18799,4,1,26.1763,69.99,4/4/2022
231,20220404,18799,4,1,38.4923,49.99,4/4/2022
528,20220404,15883,4,1,1.8663,4.99,4/4/2022
485,20220404,15883,4,1,8.2205,21.98,4/4/2022
489,20220404,15883,4,1,41.5723,53.99,4/4/2022
225,20220404,15883,4,1,6.9223,8.99,4/4/2022
528,20220404,15384,1,1,1.8663,4.99,4/4/2022
480,20220404,15384,1,1,0.8565,2.29,4/4/2022
528,20220404,17342,1,1,1.8663,4.99,4/4/2022
222,20220404,17342,1,1,13.0863,34.99,4/4/2022
528,20220404,23498,6,1,1.8663,4.99,4/4/2022
528,20220404,19645,6,1,1.8663,4.99,4/4/2022
217,20220404,19645,6,1,13.0863,34.99,4/4/2022
485,20220404,15260,4,1,8.2205,21.98,4/4/2022
478,20220404,15260,4,1,3.7363,9.99,4/4/2022
477,20220404,15260,4,1,1.8663,4.99,4/4/2022
225,20220404,15260,4,1,6.9223,8.99,4/4/2022
535,20220404,16396,8,1,9.3463,24.99,4/4/2022
528,20220404,16396,8,1,1.8663,4.99,4/4/2022
480,20220404,16396,8,1,0.8565,2.29,4/4/2022
528,20220404,16459,10,1,1.8663,4.99,4/4/2022
222,20220404,16459,10,1,13.0863,34.99,4/4/2022
485,20220404,21471,6,1,8.2205,21.98,4/4/2022
478,20220404,21471,6,1,3.7363,9.99,4/4/2022
536,20220404,20868,10,1,11.2163,29.99,4/4/2022
528,20220404,20868,10,1,1.8663,4.99,4/4/2022
480,20220404,20868,10,1,0.8565,2.29,4/4/2022
488,20220404,11490,7,1,41.5723,53.99,4/4/2022
535,20220404,17704,8,1,9.3463,24.99,4/4/2022
528,20220404,17704,8,1,1.8663,4.99,4/4/2022
480,20220404,17704,8,1,0.8565,2.29,4/4/2022
529,20220404,19490,7,1,1.4923,3.99,4/4/2022
237,20220404,19490,7,1,38.4923,49.99,4/4/2022
481,20220404,19490,7,1,3.3623,8.99,4/4/2022
477,20220404,24703,10,1,1.8663,4.99,4/4/2022
536,20220404,21739,10,1,11.2163,29.99,4/4/2022
528,20220404,21739,10,1,1.8663,4.99,4/4/2022
480,20220404,21739,10,1,0.8565,2.29,4/4/2022
541,20220404,14184,10,1,10.8423,28.99,4/4/2022
530,20220404,14184,10,1,1.8663,4.99,4/4/2022
480,20220404,14184,10,1,0.8565,2.29,4/4/2022
541,20220404,14423,10,1,10.8423,28.99,4/4/2022
530,20220404,14423,10,1,1.8663,4.99,4/4/2022
479,20220404,14423,10,1,3.3623,8.99,4/4/2022
477,20220404,14423,10,1,1.8663,4.99,4/4/2022
217,20220404,14423,10,1,13.0863,34.99,4/4/2022
225,20220404,14423,10,1,6.9223,8.99,4/4/2022
530,20220404,18149,10,1,1.8663,4.99,4/4/2022
480,20220404,18149,10,1,0.8565,2.29,4/4/2022
484,20220404,18149,10,1,2.9733,7.95,4/4/2022
530,20220404,25142,7,1,1.8663,4.99,4/4/2022
225,20220404,25142,7,1,6.9223,8.99,4/4/2022
530,20220404,17839,10,1,1.8663,4.99,4/4/2022
530,20220404,25476,7,1,1.8663,4.99,4/4/2022
485,20220404,12457,1,1,8.2205,21.98,4/4/2022
480,20220404,12457,1,1,0.8565,2.29,4/4/2022
485,20220404,16948,6,1,8.2205,21.98,4/4/2022
222,20220404,16948,6,1,13.0863,34.99,4/4/2022
485,20220404,12796,1,1,8.2205,21.98,4/4/2022
237,20220404,12796,1,1,38.4923,49.99,4/4/2022
374,20220404,16372,4,1,1554.9479,2443.35,4/4/2022
529,20220404,16372,4,1,1.4923,3.99,4/4/2022
540,20220404,16372,4,1,12.1924,32.6,4/4/2022
480,20220404,16372,4,1,0.8565,2.29,4/4/2022
588,20220404,12764,1,1,419.7784,769.49,4/4/2022
363,20220404,12980,1,1,1251.9813,2294.99,4/4/2022
485,20220404,12980,1,1,8.2205,21.98,4/4/2022
491,20220404,12980,1,1,41.5723,53.99,4/4/2022
353,20220404,12926,4,1,1265.6195,2319.99,4/4/2022
485,20220404,12926,4,1,8.2205,21.98,4/4/2022
478,20220404,12926,4,1,3.7363,9.99,4/4/2022
579,20220404,12289,10,1,755.1508,1214.85,4/4/2022
477,20220404,12289,10,1,1.8663,4.99,4/4/2022
479,20220404,12289,10,1,3.3623,8.99,4/4/2022
484,20220404,12289,10,1,2.9733,7.95,4/4/2022
589,20220404,14303,9,1,419.7784,769.49,4/4/2022
485,20220404,14303,9,1,8.2205,21.98,4/4/2022
491,20220404,14303,9,1,41.5723,53.99,4/4/2022
605,20220404,28215,9,1,343.6496,539.99,4/4/2022
538,20220404,28215,9,1,8.0373,21.49,4/4/2022
529,20220404,28215,9,1,1.4923,3.99,4/4/2022
465,20220404,28215,9,1,9.1593,24.49,4/4/2022
359,20220404,12353,9,1,1251.9813,2294.99,4/4/2022
478,20220404,12353,9,1,3.7363,9.99,4/4/2022
477,20220404,12353,9,1,1.8663,4.99,4/4/2022
361,20220404,12680,9,1,1251.9813,2294.99,4/4/2022
537,20220404,12680,9,1,13.09,35,4/4/2022
528,20220404,12680,9,1,1.8663,4.99,4/4/2022
222,20220404,12680,9,1,13.0863,34.99,4/4/2022
361,20220404,12347,9,1,1251.9813,2294.99,4/4/2022
485,20220404,12347,9,1,8.2205,21.98,4/4/2022
488,20220404,12347,9,1,41.5723,53.99,4/4/2022
355,20220404,12010,9,1,1265.6195,2319.99,4/4/2022
478,20220404,12010,9,1,3.7363,9.99,4/4/2022
477,20220404,12010,9,1,1.8663,4.99,4/4/2022
234,20220404,12010,9,1,38.4923,49.99,4/4/2022
359,20220404,11988,9,1,1251.9813,2294.99,4/4/2022
478,20220404,11988,9,1,3.7363,9.99,4/4/2022
477,20220404,11988,9,1,1.8663,4.99,4/4/2022
578,20220404,25368,1,1,755.1508,1214.85,4/4/2022
530,20220404,25368,1,1,1.8663,4.99,4/4/2022
541,20220404,25368,1,1,10.8423,28.99,4/4/2022
214,20220404,25368,1,1,13.0863,34.99,4/4/2022
563,20220404,22343,1,1,1481.9379,2384.07,4/4/2022
479,20220404,22343,1,1,3.3623,8.99,4/4/2022
477,20220404,22343,1,1,1.8663,4.99,4/4/2022
465,20220404,22343,1,1,9.1593,24.49,4/4/2022
562,20220404,25025,4,1,1481.9379,2384.07,4/4/2022
214,20220404,25025,4,1,13.0863,34.99,4/4/2022
237,20220404,25025,4,1,38.4923,49.99,4/4/2022
573,20220404,24988,4,1,1481.9379,2384.07,4/4/2022
214,20220404,24988,4,1,13.0863,34.99,4/4/2022
605,20220404,22758,1,1,343.6496,539.99,4/4/2022
477,20220404,22758,1,1,1.8663,4.99,4/4/2022
479,20220404,22758,1,1,3.3623,8.99,4/4/2022
225,20220404,22758,1,1,6.9223,8.99,4/4/2022
386,20220404,18603,6,1,713.0798,1120.49,4/4/2022
217,20220404,18603,6,1,13.0863,34.99,4/4/2022
234,20220404,18603,6,1,38.4923,49.99,4/4/2022
386,20220404,19865,1,1,713.0798,1120.49,4/4/2022
217,20220404,19865,1,1,13.0863,34.99,4/4/2022
382,20220404,19981,4,1,713.0798,1120.49,4/4/2022
222,20220404,19981,4,1,13.0863,34.99,4/4/2022
388,20220404,19998,4,1,713.0798,1120.49,4/4/2022
217,20220404,19998,4,1,13.0863,34.99,4/4/2022
573,20220404,28723,10,1,1481.9379,2384.07,4/4/2022
217,20220404,28723,10,1,13.0863,34.99,4/4/2022
574,20220404,12308,7,1,1481.9379,2384.07,4/4/2022
479,20220404,12308,7,1,3.3623,8.99,4/4/2022
477,20220404,12308,7,1,1.8663,4.99,4/4/2022
463,20220404,12308,7,1,9.1593,24.49,4/4/2022
353,20220405,11614,8,1,1265.6195,2319.99,4/5/2022
478,20220405,11614,8,1,3.7363,9.99,4/5/2022
477,20220405,11614,8,1,1.8663,4.99,4/5/2022
490,20220405,11614,8,1,41.5723,53.99,4/5/2022
485,20220405,17727,9,1,8.2205,21.98,4/5/2022
528,20220405,25136,9,1,1.8663,4.99,4/5/2022
217,20220405,25136,9,1,13.0863,34.99,4/5/2022
528,20220405,12993,9,1,1.8663,4.99,4/5/2022
214,20220405,12993,9,1,13.0863,34.99,4/5/2022
489,20220405,17253,9,1,41.5723,53.99,4/5/2022
582,20220405,17633,7,1,1082.51,1700.99,4/5/2022
539,20220405,17633,7,1,9.3463,24.99,4/5/2022
529,20220405,17633,7,1,1.4923,3.99,4/5/2022
480,20220405,17633,7,1,0.8565,2.29,4/5/2022
489,20220405,28344,4,1,41.5723,53.99,4/5/2022
480,20220405,11532,1,1,0.8565,2.29,4/5/2022
491,20220405,11649,4,1,41.5723,53.99,4/5/2022
237,20220405,11176,6,1,38.4923,49.99,4/5/2022
539,20220405,28809,1,1,9.3463,24.99,4/5/2022
529,20220405,29049,1,1,1.4923,3.99,4/5/2022
214,20220405,29049,1,1,13.0863,34.99,4/5/2022
234,20220405,29049,1,1,38.4923,49.99,4/5/2022
463,20220405,29049,1,1,9.1593,24.49,4/5/2022
538,20220405,11677,6,1,8.0373,21.49,4/5/2022
535,20220405,11276,6,1,9.3463,24.99,4/5/2022
528,20220405,11276,6,1,1.8663,4.99,4/5/2022
535,20220405,25351,1,1,9.3463,24.99,4/5/2022
463,20220405,25351,1,1,9.1593,24.49,4/5/2022
530,20220405,11501,6,1,1.8663,4.99,4/5/2022
536,20220405,23732,1,1,11.2163,29.99,4/5/2022
528,20220405,23732,1,1,1.8663,4.99,4/5/2022
478,20220405,23732,1,1,3.7363,9.99,4/5/2022
477,20220405,23732,1,1,1.8663,4.99,4/5/2022
463,20220405,23732,1,1,9.1593,24.49,4/5/2022
528,20220405,18322,6,1,1.8663,4.99,4/5/2022
536,20220405,18322,6,1,11.2163,29.99,4/5/2022
485,20220405,18322,6,1,8.2205,21.98,4/5/2022
478,20220405,18322,6,1,3.7363,9.99,4/5/2022
477,20220405,18322,6,1,1.8663,4.99,4/5/2022
463,20220405,18322,6,1,9.1593,24.49,4/5/2022
540,20220405,14626,6,1,12.1924,32.6,4/5/2022
536,20220405,22081,1,1,11.2163,29.99,4/5/2022
536,20220405,22244,1,1,11.2163,29.99,4/5/2022
478,20220405,14353,6,1,3.7363,9.99,4/5/2022
477,20220405,14353,6,1,1.8663,4.99,4/5/2022
477,20220405,27100,6,1,1.8663,4.99,4/5/2022
480,20220405,27100,6,1,0.8565,2.29,4/5/2022
477,20220405,17122,4,1,1.8663,4.99,4/5/2022
489,20220405,17122,4,1,41.5723,53.99,4/5/2022
528,20220405,21815,6,1,1.8663,4.99,4/5/2022
222,20220405,21815,6,1,13.0863,34.99,4/5/2022
465,20220405,21815,6,1,9.1593,24.49,4/5/2022
528,20220405,15894,1,1,1.8663,4.99,4/5/2022
217,20220405,15894,1,1,13.0863,34.99,4/5/2022
237,20220405,15894,1,1,38.4923,49.99,4/5/2022
477,20220405,29266,6,1,1.8663,4.99,4/5/2022
217,20220405,29266,6,1,13.0863,34.99,4/5/2022
528,20220405,14511,1,1,1.8663,4.99,4/5/2022
214,20220405,14511,1,1,13.0863,34.99,4/5/2022
231,20220405,14511,1,1,38.4923,49.99,4/5/2022
528,20220405,17556,1,1,1.8663,4.99,4/5/2022
485,20220405,19047,10,1,8.2205,21.98,4/5/2022
478,20220405,19047,10,1,3.7363,9.99,4/5/2022
477,20220405,19047,10,1,1.8663,4.99,4/5/2022
214,20220405,19047,10,1,13.0863,34.99,4/5/2022
536,20220405,21068,10,1,11.2163,29.99,4/5/2022
528,20220405,21068,10,1,1.8663,4.99,4/5/2022
485,20220405,21068,10,1,8.2205,21.98,4/5/2022
467,20220405,21068,10,1,9.1593,24.49,4/5/2022
529,20220405,13694,10,1,1.4923,3.99,4/5/2022
540,20220405,13694,10,1,12.1924,32.6,4/5/2022
217,20220405,13694,10,1,13.0863,34.99,4/5/2022
538,20220405,21088,7,1,8.0373,21.49,4/5/2022
225,20220405,21088,7,1,6.9223,8.99,4/5/2022
530,20220405,25507,7,1,1.8663,4.99,4/5/2022
528,20220405,11936,1,1,1.8663,4.99,4/5/2022
537,20220405,11936,1,1,13.09,35,4/5/2022
480,20220405,11936,1,1,0.8565,2.29,4/5/2022
537,20220405,12410,4,1,13.09,35,4/5/2022
528,20220405,12410,4,1,1.8663,4.99,4/5/2022
485,20220405,18391,6,1,8.2205,21.98,4/5/2022
478,20220405,12865,10,1,3.7363,9.99,4/5/2022
477,20220405,12865,10,1,1.8663,4.99,4/5/2022
490,20220405,12865,10,1,41.5723,53.99,4/5/2022
225,20220405,12865,10,1,6.9223,8.99,4/5/2022
587,20220405,14024,4,1,419.7784,769.49,4/5/2022
475,20220405,14024,4,1,26.1763,69.99,4/5/2022
491,20220405,14024,4,1,41.5723,53.99,4/5/2022
225,20220405,14024,4,1,6.9223,8.99,4/5/2022
353,20220405,13202,4,1,1265.6195,2319.99,4/5/2022
485,20220405,13202,4,1,8.2205,21.98,4/5/2022
214,20220405,13202,4,1,13.0863,34.99,4/5/2022
363,20220405,13032,4,1,1251.9813,2294.99,4/5/2022
480,20220405,13032,4,1,0.8565,2.29,4/5/2022
579,20220405,29433,10,1,755.1508,1214.85,4/5/2022
237,20220405,29433,10,1,38.4923,49.99,4/5/2022
463,20220405,29433,10,1,9.1593,24.49,4/5/2022
566,20220405,14712,10,1,461.4448,742.35,4/5/2022
586,20220405,11247,10,1,461.4448,742.35,4/5/2022
222,20220405,11247,10,1,13.0863,34.99,4/5/2022
234,20220405,11247,10,1,38.4923,49.99,4/5/2022
605,20220405,20985,9,1,343.6496,539.99,4/5/2022
604,20220405,20992,9,1,343.6496,539.99,4/5/2022
538,20220405,20992,9,1,8.0373,21.49,4/5/2022
562,20220405,24804,4,1,1481.9379,2384.07,4/5/2022
606,20220405,21354,6,1,343.6496,539.99,4/5/2022
222,20220405,21354,6,1,13.0863,34.99,4/5/2022
605,20220405,22046,1,1,343.6496,539.99,4/5/2022
538,20220405,22046,1,1,8.0373,21.49,4/5/2022
480,20220405,22046,1,1,0.8565,2.29,4/5/2022
604,20220405,16504,4,1,343.6496,539.99,4/5/2022
479,20220405,16504,4,1,3.3623,8.99,4/5/2022
477,20220405,16504,4,1,1.8663,4.99,4/5/2022
214,20220405,16504,4,1,13.0863,34.99,4/5/2022
382,20220405,19775,4,1,713.0798,1120.49,4/5/2022
225,20220405,19775,4,1,6.9223,8.99,4/5/2022
490,20220405,19775,4,1,41.5723,53.99,4/5/2022
384,20220405,20166,8,1,713.0798,1120.49,4/5/2022
539,20220405,20166,8,1,9.3463,24.99,4/5/2022
529,20220405,20166,8,1,1.4923,3.99,4/5/2022
217,20220405,20166,8,1,13.0863,34.99,4/5/2022
390,20220405,23774,10,1,713.0798,1120.49,4/5/2022
539,20220405,23774,10,1,9.3463,24.99,4/5/2022
529,20220405,23774,10,1,1.4923,3.99,4/5/2022
214,20220405,23774,10,1,13.0863,34.99,4/5/2022
237,20220405,23774,10,1,38.4923,49.99,4/5/2022
563,20220405,25725,8,1,1481.9379,2384.07,4/5/2022
222,20220405,25725,8,1,13.0863,34.99,4/5/2022
390,20220406,16520,9,1,713.0798,1120.49,4/6/2022
539,20220406,16520,9,1,9.3463,24.99,4/6/2022
529,20220406,16520,9,1,1.4923,3.99,4/6/2022
384,20220406,24907,9,1,713.0798,1120.49,4/6/2022
490,20220406,24907,9,1,41.5723,53.99,4/6/2022
225,20220406,24907,9,1,6.9223,8.99,4/6/2022
388,20220406,16523,9,1,713.0798,1120.49,4/6/2022
353,20220406,13255,8,1,1265.6195,2319.99,4/6/2022
485,20220406,13255,8,1,8.2205,21.98,4/6/2022
478,20220406,13255,8,1,3.7363,9.99,4/6/2022
477,20220406,13255,8,1,1.8663,4.99,4/6/2022
355,20220406,13558,7,1,1265.6195,2319.99,4/6/2022
537,20220406,13558,7,1,13.09,35,4/6/2022
528,20220406,13558,7,1,1.8663,4.99,4/6/2022
485,20220406,13558,7,1,8.2205,21.98,4/6/2022
578,20220406,14065,9,1,755.1508,1214.85,4/6/2022
234,20220406,11211,6,1,38.4923,49.99,4/6/2022
481,20220406,11211,6,1,3.3623,8.99,4/6/2022
222,20220406,11203,6,1,13.0863,34.99,4/6/2022
488,20220406,11203,6,1,41.5723,53.99,4/6/2022
536,20220406,16610,9,1,11.2163,29.99,4/6/2022
528,20220406,16610,9,1,1.8663,4.99,4/6/2022
536,20220406,16171,9,1,11.2163,29.99,4/6/2022
480,20220406,16171,9,1,0.8565,2.29,4/6/2022
537,20220406,21990,9,1,13.09,35,4/6/2022
528,20220406,21990,9,1,1.8663,4.99,4/6/2022
214,20220406,21990,9,1,13.0863,34.99,4/6/2022
463,20220406,21990,9,1,9.1593,24.49,4/6/2022
528,20220406,25219,9,1,1.8663,4.99,4/6/2022
222,20220406,25219,9,1,13.0863,34.99,4/6/2022
528,20220406,12372,9,1,1.8663,4.99,4/6/2022
480,20220406,12372,9,1,0.8565,2.29,4/6/2022
540,20220406,15811,9,1,12.1924,32.6,4/6/2022
529,20220406,15811,9,1,1.4923,3.99,4/6/2022
480,20220406,15811,9,1,0.8565,2.29,4/6/2022
222,20220406,18192,9,1,13.0863,34.99,4/6/2022
480,20220406,15639,9,1,0.8565,2.29,4/6/2022
487,20220406,13121,9,1,20.5663,54.99,4/6/2022
489,20220406,18719,9,1,41.5723,53.99,4/6/2022
582,20220406,23939,7,1,1082.51,1700.99,4/6/2022
479,20220406,23939,7,1,3.3623,8.99,4/6/2022
529,20220406,11632,6,1,1.4923,3.99,4/6/2022
538,20220406,11632,6,1,8.0373,21.49,4/6/2022
214,20220406,11632,6,1,13.0863,34.99,4/6/2022
463,20220406,11632,6,1,9.1593,24.49,4/6/2022
535,20220406,11287,6,1,9.3463,24.99,4/6/2022
528,20220406,22727,1,1,1.8663,4.99,4/6/2022
536,20220406,22727,1,1,11.2163,29.99,4/6/2022
536,20220406,22729,4,1,11.2163,29.99,4/6/2022
528,20220406,22729,4,1,1.8663,4.99,4/6/2022
217,20220406,22729,4,1,13.0863,34.99,4/6/2022
536,20220406,11661,6,1,11.2163,29.99,4/6/2022
528,20220406,11661,6,1,1.8663,4.99,4/6/2022
214,20220406,11661,6,1,13.0863,34.99,4/6/2022
536,20220406,22077,4,1,11.2163,29.99,4/6/2022
536,20220406,24223,1,1,11.2163,29.99,4/6/2022
480,20220406,24223,1,1,0.8565,2.29,4/6/2022
478,20220406,21780,4,1,3.7363,9.99,4/6/2022
477,20220406,21780,4,1,1.8663,4.99,4/6/2022
487,20220406,21780,4,1,20.5663,54.99,4/6/2022
484,20220406,21780,4,1,2.9733,7.95,4/6/2022
477,20220406,23007,4,1,1.8663,4.99,4/6/2022
478,20220406,23007,4,1,3.7363,9.99,4/6/2022
476,20220406,15879,6,1,26.1763,69.99,4/6/2022
476,20220406,19135,1,1,26.1763,69.99,4/6/2022
477,20220406,16884,1,1,1.8663,4.99,4/6/2022
222,20220406,16884,1,1,13.0863,34.99,4/6/2022
528,20220406,15368,4,1,1.8663,4.99,4/6/2022
